theta time VICON_theta
-10 3.09695 -0.188616
-10 3.10194 -0.188613
-10 3.10697 -0.188649
-10 3.11189 -0.188666
-10 3.11687 -0.188526
-10 3.1219 -0.18863
-10 3.13023 -0.188646
-10 3.13226 -0.188576
-10 3.13695 -0.188479
-10 3.14187 -0.18848
-10 3.14686 -0.188525
-10 3.15224 -0.188528
-10 3.15687 -0.188537
-10 3.16188 -0.18853
-10 3.16691 -0.188493
-10 3.17187 -0.188452
-10 3.1769 -0.188387
-10 3.18189 -0.188416
-10 3.20011 -0.188367
-10 3.20012 -0.188367
-10 3.20198 -0.1883
-10 3.20698 -0.18847
-10 3.21195 -0.188385
-10 3.21697 -0.188379
-10 3.23471 -0.1882
-10 3.23473 -0.1882
-10 3.23695 -0.188275
-10 3.24189 -0.188226
-10 3.24686 -0.188217
-10 3.25186 -0.18828
-10 3.25686 -0.188166
-10 3.26188 -0.188222
-10 3.26693 -0.188307
-10 3.28348 -0.188321
-10 3.2835 -0.188321
-10 3.28686 -0.188293
-10 3.29187 -0.188444
-10 3.29692 -0.188417
-10 3.30187 -0.188258
-10 3.31806 -0.188404
-10 3.31806 -0.188404
-10 3.32188 -0.188316
-10 3.32692 -0.188403
-10 3.33296 -0.188453
-10 3.3515 -0.188467
-10 3.35152 -0.188467
-10 3.3519 -0.188437
-10 3.35716 -0.188496
-10 3.36268 -0.188437
-10 3.36693 -0.188487
-10 3.37192 -0.188681
-10 3.37691 -0.188476
-10 3.38225 -0.188624
-10 3.40021 -0.188681
-10 3.40023 -0.188681
-10 3.40187 -0.18865
-10 3.40689 -0.188667
-10 3.4119 -0.188677
-10 3.41697 -0.188657
-10 3.42193 -0.188716
-10 3.42688 -0.188677
-10 3.43248 -0.188608
-10 3.4369 -0.188528
-10 3.44187 -0.188624
-10 3.44686 -0.188619
-10 3.45195 -0.188659
-10 3.45691 -0.18854
-10 3.46193 -0.188483
-10 3.4672 -0.18853
-10 3.47194 -0.188573
-10 3.477 -0.188571
-10 3.48195 -0.18855
-10 3.48697 -0.188579
-10 3.49197 -0.188598
-10 3.49715 -0.188602
-10 3.50194 -0.188548
-10 3.50688 -0.188444
-10 3.51189 -0.188258
-10 3.51686 -0.188453
-10 3.52189 -0.188364
-10 3.52687 -0.188481
-10 3.53244 -0.188345
-10 3.55025 -0.188328
-10 3.55026 -0.188328
-10 3.55186 -0.18826
-10 3.55692 -0.188263
-10 3.56189 -0.188289
-10 3.56693 -0.188286
-10 3.58363 -0.188234
-10 3.58365 -0.188234
-10 3.58696 -0.188241
-10 3.59195 -0.188329
-10 3.59696 -0.188217
-10 3.60189 -0.188266
-10 3.60687 -0.188165
-10 3.61206 -0.188311
-10 3.61686 -0.188326
-10 3.62188 -0.188341
-10 3.62691 -0.188242
-10 3.63235 -0.188314
-10 3.6369 -0.188331
-10 3.64187 -0.188371
-10 3.64687 -0.188288
-10 3.65191 -0.188221
-10 3.66693 -0.188339
-10 3.66694 -0.188339
-10 3.67189 -0.18843
-10 3.67694 -0.188439
-10 3.68194 -0.188495
-10 3.70163 -0.188591
-10 3.70164 -0.188591
-10 3.70188 -0.188637
-10 3.70692 -0.188613
-10 3.71208 -0.188711
-10 3.71687 -0.18873
-10 3.72193 -0.188661
-10 3.72688 -0.188632
-10 3.73236 -0.188607
-10 3.7515 -0.188589
-10 3.7515 -0.188589
-10 3.75187 -0.188592
-10 3.75686 -0.188702
-10 3.76186 -0.188657
-10 3.76691 -0.188597
-10 3.78352 -0.188645
-10 3.78354 -0.188645
-10 3.78691 -0.188701
-10 3.79194 -0.188701
-10 3.79694 -0.18861
-10 3.80197 -0.188616
-10 3.80697 -0.18857
-10 3.81238 -0.188565
-10 3.8173 -0.188624
-10 3.82196 -0.188518
-10 3.82695 -0.188451
-10 3.8324 -0.18854
-10 3.83688 -0.188523
-10 3.84188 -0.18852
-10 3.84702 -0.188457
-10 3.85187 -0.18838
-10 3.85688 -0.188392
-10 3.86191 -0.188408
-10 3.86694 -0.188306
-10 3.87188 -0.188287
-10 3.8781 -0.18832
-10 3.88189 -0.188313
-10 3.88688 -0.188239
-10 3.89193 -0.188423
-10 3.89698 -0.188254
-10 3.90211 -0.188281
-10 3.90695 -0.188382
-10 3.91195 -0.188373
-10 3.91695 -0.188426
-10 3.92195 -0.188252
-10 3.92694 -0.188286
-10 3.93218 -0.188249
-10 3.93698 -0.188208
-10 3.94189 -0.188293
-10 3.94688 -0.188249
-10 3.95187 -0.188372
-10 3.95688 -0.188292
-10 3.96186 -0.188349
-10 3.96692 -0.188352
-10 3.97189 -0.188337
-10 3.97688 -0.18835
-10 3.98193 -0.188298
-10 3.98688 -0.188422
-10 3.99187 -0.188459
-10 3.99686 -0.188352
-10 4.00194 -0.18847
-10 4.00689 -0.188349
-10 4.01197 -0.188472
-10 4.01697 -0.188545
-10 4.02265 -0.188593
-10 4.02694 -0.188597
-10 4.03262 -0.188556
-10 4.05045 -0.188524
-10 4.05046 -0.188524
-10 4.0519 -0.18864
-10 4.0569 -0.18868
-10 4.06187 -0.188618
-10 4.06692 -0.188597
-10 4.08382 -0.188747
-10 4.08384 -0.188747
-10 4.08687 -0.188651
-10 4.09187 -0.188485
-10 4.09694 -0.18863
-10 4.10194 -0.188644
-10 4.10687 -0.188665
-10 4.11205 -0.188509
-10 4.11687 -0.188552
-10 4.1219 -0.188629
-10 4.12696 -0.188498
-10 4.13267 -0.188599
-10 4.15185 -0.188619
-10 4.15186 -0.188619
-10 4.15208 -0.188542
-10 4.15694 -0.188518
-10 4.16194 -0.188512
