theta time Kinect_theta
-2 6.51424 -0.0764957
-2 6.56438 -0.077955
-2 6.61458 -0.0729424
-2 6.66539 -0.0721133
-2 6.7165 -0.072369
-2 6.76712 -0.0708698
-2 6.81722 -0.0739244
-2 6.86825 -0.074304
-2 6.91867 -0.0760503
-2 6.96958 -0.0677209
-2 7.01979 -0.0720605
-2 7.07024 -0.0729647
-2 7.12037 -0.0722987
-2 7.17055 -0.069695
-2 7.22113 -0.0714008
-2 7.27143 -0.0706663
-2 7.32094 -0.0714375
-2 7.38031 -0.075426
-2 7.4335 -0.074593
-2 7.4857 -0.0784161
-2 7.53662 -0.0777044
-2 7.58734 -0.0766869
-2 7.63734 -0.0711823
-2 7.69089 -0.0715405
-2 7.74565 -0.0739008
-2 7.80013 -0.077256
-2 7.85087 -0.0720312
-2 7.90157 -0.0749781
-2 7.95193 -0.0698062
-2 8.00392 -0.0664114
-2 8.06534 -0.0697115
-2 8.12694 -0.0772444
-2 8.18596 -0.0801916
