theta time Kinect_theta
-02 28.8319 -0.00970307
-02 28.8907 -0.0106549
-02 28.9502 -0.0107728
-02 29.0099 -0.00840685
-02 29.0678 -0.00766357
-02 29.1261 -0.0121308
-02 29.1871 -0.0100121
-02 29.2468 -0.00779894
-02 29.3057 -0.00946295
-02 29.3636 -0.0113977
-02 29.4227 -0.0113031
-02 29.4801 -0.011702
-02 29.5362 -0.00786305
-02 29.5905 -0.00977098
-02 29.6432 -0.0119254
-02 29.6937 -0.00752683
-02 29.7473 -0.0226194
-02 29.8006 -0.0187515
-02 29.8575 -0.0088393
-02 29.9111 -0.0131931
-02 29.9637 -0.0111056
-02 30.0167 -0.0124246
-02 30.0697 -0.0125494
-02 30.1217 -0.00994034
-02 30.174 -0.0117473
-02 30.2305 -0.00216739
-02 30.2894 -0.00991171
-02 30.3474 -0.0164649
-02 30.4054 -0.0117231
-02 30.4635 -0.00970158
-02 30.5213 -0.00851802
-02 30.5792 -0.0169479
-02 30.6391 -0.0146472
-02 30.6973 -0.011934
-02 30.7547 -0.00992162
-02 30.813 -0.0091888
-02 30.8722 -0.00866043
-02 30.9311 -0.0126982
-02 30.9907 -0.00307938
-02 31.047 -0.0109257
-02 31.1056 -0.00531632
-02 31.1635 -0.0105303
-02 31.2214 -0.011061
-02 31.2792 -0.000775318
-02 31.3374 -0.00524672
-02 31.3958 -0.00706283
-02 31.4501 -0.0105191
-02 31.4995 -0.0135243
-02 31.549 -0.0150121
-02 31.5987 -0.00842432
-02 31.6476 -0.010564
-02 31.6972 -0.0100221
-02 31.7465 -0.00525694
-02 31.7958 -0.00834095
-02 31.8465 -0.0114179
-02 31.898 -0.00922669
-02 31.948 -0.010049
-02 31.9973 -0.00648284
-02 32.0462 -0.0138673
-02 32.0961 -0.0119268
-02 32.1456 -0.00622196
-02 32.1966 -0.007872
-02 32.2458 -0.00987647
-02 32.296 -0.0126258
-02 32.346 -0.0184046
-02 32.397 -0.0110309
-02 32.4481 -0.011366
-02 32.4991 -0.00797294
-02 32.548 -0.0135932
-02 32.598 -0.011713
-02 32.6472 -0.0126013
-02 32.6971 -0.0108835
-02 32.7468 -0.00617122
-02 32.7967 -0.0141688
-02 32.8498 -0.00966878
-02 32.8995 -0.0159959
-02 32.95 -0.0112105
-02 32.9996 -0.00932498
-02 33.0485 -0.012877
-02 33.0985 -0.0112392
-02 33.1567 -0.00775533
-02 33.2146 -0.00829293
-02 33.2749 -0.0103877
-02 33.3329 -0.00882026
-02 33.3898 -0.00345933
-02 33.4488 -0.00781069
-02 33.5067 -0.00509751
-02 33.5649 -0.0146803
-02 33.6247 -0.0117147
-02 33.6832 -0.0180099
-02 33.7418 -0.00882276
-02 33.8 -0.000640328
-02 33.8591 -0.00715604
-02 33.9178 -0.0130852
-02 33.9772 -0.00280567
-02 34.0374 -0.0185911
-02 34.096 -0.0128357
-02 34.1536 -0.00115926
-02 34.2109 -0.00452549
-02 34.2675 -0.00300475
-02 34.319 -0.0112654
-02 34.3727 -0.0108809
-02 34.4257 -0.00915515
-02 34.4783 -0.007962
-02 34.5294 -0.00621799
-02 34.5824 -0.0121286
-02 34.6357 -0.0130677
-02 34.689 -0.015468
-02 34.7477 -0.0167663
-02 34.8055 -0.00923457
-02 34.8647 -0.00676471
-02 34.9219 -0.0118643
-02 34.9751 -0.0117462
-02 35.0288 -0.01232
-02 35.085 -0.0123537
-02 35.1435 -0.00898823
-02 35.2019 -0.0103935
-02 35.2601 -0.00540808
-02 35.3185 -0.009949
-02 35.3746 -0.0129109
-02 35.4286 -0.0120537
-02 35.4783 -0.0135263
-02 35.5284 -0.00711108
-02 35.5778 -0.0101739
-02 35.6311 -0.0029972
-02 35.686 -0.0153462
-02 35.7389 -0.00901695
-02 35.7927 -0.0102954
-02 35.8445 -0.00679
-02 35.8983 -0.0110126
-02 35.9512 -0.0172486
-02 36.0046 -0.0162586
