theta time VICON_theta
-02 4.23995 -0.0196273
-02 4.24497 -0.0197108
-02 4.24995 -0.0193729
-02 4.25495 -0.0193603
-02 4.25996 -0.0193099
-02 4.26499 -0.0192852
-02 4.26996 -0.0193263
-02 4.27502 -0.0192446
-02 4.27996 -0.0192617
-02 4.29654 -0.0190474
-02 4.29655 -0.0190474
-02 4.3 -0.0191982
-02 4.30496 -0.0193324
-02 4.30996 -0.0192383
-02 4.31498 -0.0191953
-02 4.31996 -0.0191815
-02 4.32501 -0.0192424
-02 4.33104 -0.0191125
-02 4.34537 -0.0191063
-02 4.34537 -0.0191063
-02 4.35003 -0.019154
-02 4.35506 -0.0190713
-02 4.36005 -0.0191828
-02 4.38 -0.0191122
-02 4.38002 -0.0191122
-02 4.38496 -0.0191874
-02 4.38998 -0.0191097
-02 4.39496 -0.0190875
-02 4.39999 -0.0191524
-02 4.40563 -0.0192009
-02 4.40996 -0.0190781
-02 4.41496 -0.0190564
-02 4.41995 -0.0192344
-02 4.42495 -0.0192671
-02 4.43032 -0.0192464
-02 4.43495 -0.0191217
-02 4.44008 -0.0191542
-02 4.44504 -0.0192256
-02 4.45 -0.01914
-02 4.45496 -0.0193307
-02 4.46013 -0.0193277
-02 4.46503 -0.0192035
-02 4.47001 -0.0191387
-02 4.47503 -0.0191968
-02 4.48004 -0.0193804
-02 4.49547 -0.0193837
-02 4.49548 -0.0193837
-02 4.50004 -0.0192358
-02 4.50497 -0.0194029
-02 4.50997 -0.0194118
-02 4.51495 -0.0192239
-02 4.51995 -0.0193909
-02 4.52495 -0.019319
-02 4.53001 -0.0196559
-02 4.53497 -0.0196199
-02 4.53997 -0.0196243
-02 4.54499 -0.0198058
-02 4.54997 -0.0194367
-02 4.55496 -0.019363
-02 4.55997 -0.0194359
-02 4.56496 -0.0193419
-02 4.56997 -0.0193125
-02 4.57495 -0.0196037
-02 4.57995 -0.01965
-02 4.58667 -0.0194026
-02 4.59002 -0.019711
-02 4.5951 -0.0196965
-02 4.60071 -0.0192479
-02 4.60497 -0.0192001
-02 4.60996 -0.0192956
-02 4.61503 -0.019231
-02 4.62003 -0.0193964
-02 4.625 -0.0195124
-02 4.63026 -0.0192048
-02 4.63499 -0.0192486
-02 4.63998 -0.0192695
-02 4.64499 -0.0191569
-02 4.64999 -0.0192075
-02 4.65495 -0.0190414
-02 4.65995 -0.0192324
-02 4.66496 -0.0192367
-02 4.66998 -0.0191809
-02 4.67497 -0.0191511
-02 4.67997 -0.0191327
-02 4.68496 -0.019172
-02 4.68999 -0.0191022
-02 4.69496 -0.0191979
-02 4.69998 -0.0191222
-02 4.70495 -0.0192092
-02 4.71008 -0.0191583
-02 4.71495 -0.0192743
-02 4.71996 -0.019204
-02 4.72497 -0.0190999
-02 4.73039 -0.019108
-02 4.73496 -0.0191856
-02 4.74 -0.0191021
-02 4.74502 -0.0191305
-02 4.75001 -0.0191424
-02 4.755 -0.0191139
-02 4.75998 -0.0192581
-02 4.76503 -0.0191924
-02 4.77001 -0.0192455
-02 4.77503 -0.0192619
-02 4.78 -0.0193686
-02 4.78499 -0.0191818
-02 4.79003 -0.0193301
-02 4.79497 -0.0193757
-02 4.79999 -0.0193013
-02 4.80495 -0.0192698
-02 4.80997 -0.0193156
-02 4.81619 -0.0192931
-02 4.81996 -0.0193277
-02 4.82496 -0.0193289
-02 4.83037 -0.0193428
-02 4.8356 -0.0194442
-02 4.83996 -0.0194537
-02 4.84499 -0.0193457
-02 4.85 -0.0193195
